code_type,code,canonical_icao,name
IATA,AES,ENAL,Ã…lesund Airport - Alesund - Norway
ICAO,ENAN,ENAN,AndÃ¸ya Airport - Andoya - Norway
IATA,ANX,ENAN,AndÃ¸ya Airport - Andoya - Norway
ICAO,ENAT,ENAT,Alta Airport - Alta - Norway
IATA,ALF,ENAT,Alta Airport - Alta - Norway
ICAO,ENBM,ENBM,BÃ¸moen Airport - Voss - Norway
ICAO,ENBN,ENBN,BrÃ¸nnÃ¸ysund Airport - Bronnoysund - Norway
IATA,BNN,ENBN,BrÃ¸nnÃ¸ysund Airport - Bronnoysund - Norway
ICAO,ENBO,ENBO,BodÃ¸ Airport - Bodo - Norway
IATA,BOO,ENBO,BodÃ¸ Airport - Bodo - Norway
ICAO,ENBR,ENBR,Bergen Airport Flesland - Bergen - Norway
IATA,BGO,ENBR,Bergen Airport Flesland - Bergen - Norway
ICAO,ENBS,ENBS,BÃ¥tsfjord Airport - Batsfjord - Norway
IATA,BJF,ENBS,BÃ¥tsfjord Airport - Batsfjord - Norway
ICAO,ENCN,ENCN,Kristiansand Airport - Kristiansand - Norway
IATA,KRS,ENCN,Kristiansand Airport - Kristiansand - Norway
ICAO,ENDI,ENDI,Geilo Airport Dagali - Geilo - Norway
IATA,DLD,ENDI,Geilo Airport Dagali - Geilo - Norway
ICAO,ENDU,ENDU,Bardufoss Airport - Bardufoss - Norway
IATA,BDU,ENDU,Bardufoss Airport - Bardufoss - Norway
ICAO,EVE,EVE,Harstad/Narvik Airport -  Evenes - Harstad/Narvik
IATA,Norway,EVE,Harstad/Narvik Airport -  Evenes - Harstad/Narvik
ICAO,ENFG,ENFG,Leirin Airport - Fagernes - Norway
IATA,VDB,ENFG,Leirin Airport - Fagernes - Norway
ICAO,ENFL,ENFL,FlorÃ¸ Airport - Floro - Norway
IATA,FRO,ENFL,FlorÃ¸ Airport - Floro - Norway
ICAO,ENGM,ENGM,Oslo Lufthavn - Oslo - Norway
IATA,OSL,ENGM,Oslo Lufthavn - Oslo - Norway
ICAO,ENHD,ENHD,Haugesund Airport - Haugesund - Norway
IATA,HAU,ENHD,Haugesund Airport - Haugesund - Norway
ICAO,ENHK,ENHK,Hasvik Airport - Hasvik - Norway
IATA,HAA,ENHK,Hasvik Airport - Hasvik - Norway
ICAO,ENKB,ENKB,Kristiansund Airport (Kvernberget) - Kristiansund - Norway
IATA,KSU,ENKB,Kristiansund Airport (Kvernberget) - Kristiansund - Norway
ICAO,ENKJ,ENKJ,Kjeller Airport - Kjeller - Norway
ICAO,ENKR,ENKR,Kirkenes Airport (HÃ¸ybuktmoen) - Kirkenes - Norway
IATA,KKN,ENKR,Kirkenes Airport (HÃ¸ybuktmoen) - Kirkenes - Norway
ICAO,ENLI,ENLI,Lista Airport - Farsund - Norway
IATA,FAN,ENLI,Lista Airport - Farsund - Norway
ICAO,ENML,ENML,Molde Airport - Molde - Norway
IATA,MOL,ENML,Molde Airport - Molde - Norway
ICAO,ENMS,ENMS,MosjÃ¸en Airport (KjÃ¦rstad) - Mosjoen - Norway
IATA,MJF,ENMS,MosjÃ¸en Airport (KjÃ¦rstad) - Mosjoen - Norway
ICAO,ENNA,ENNA,Banak Airport - Lakselv - Norway
IATA,LKL,ENNA,Banak Airport - Lakselv - Norway
ICAO,ENNO,ENNO,Notodden Airport - Notodden - Norway
IATA,NTB,ENNO,Notodden Airport - Notodden - Norway
ICAO,ENOL,ENOL,Ã˜rland Airport - Orland - Norway
IATA,OLA,ENOL,Ã˜rland Airport - Orland - Norway
ICAO,ENRO,ENRO,RÃ¸ros Airport - Roros - Norway
IATA,RRS,ENRO,RÃ¸ros Airport - Roros - Norway
ICAO,RYG,RYG,Moss Airport -  Rygge - Rygge
IATA,Norway,RYG,Moss Airport -  Rygge - Rygge
ICAO,LYR,LYR,Svalbard Airport -  Longyear - Svalbard
IATA,Norway,LYR,Svalbard Airport -  Longyear - Svalbard
ICAO,ENSN,ENSN,Skien Airport - Skien - Norway
IATA,SKE,ENSN,Skien Airport - Skien - Norway
ICAO,ENSO,ENSO,Stord Airport - Stord - Norway
IATA,SRP,ENSO,Stord Airport - Stord - Norway
ICAO,ENST,ENST,SandnessjÃ¸en Airport (Stokka) - Sandnessjoen - Norway
IATA,SSJ,ENST,SandnessjÃ¸en Airport (Stokka) - Sandnessjoen - Norway
ICAO,TOS,TOS,TromsÃ¸ Airport -  - Tromso
IATA,Norway,TOS,TromsÃ¸ Airport -  - Tromso
ICAO,TRF,TRF,Sandefjord Airport -  Torp - Sandefjord
IATA,Norway,TRF,Sandefjord Airport -  Torp - Sandefjord
ICAO,ENVA,ENVA,Trondheim Airport VÃ¦rnes - Trondheim - Norway
IATA,TRD,ENVA,Trondheim Airport VÃ¦rnes - Trondheim - Norway
ICAO,ENZV,ENZV,Stavanger Airport Sola - Stavanger - Norway
IATA,SVG,ENZV,Stavanger Airport Sola - Stavanger - Norway
ICAO,EPBC,EPBC,Babice Airport - Warsaw - Poland
ICAO,EPGD,EPGD,GdaÅ„sk Lech WaÅ‚Ä™sa Airport - Gdansk - Poland
IATA,GDN,EPGD,GdaÅ„sk Lech WaÅ‚Ä™sa Airport - Gdansk - Poland
ICAO,EPKK,EPKK,KrakÃ³w John Paul II International Airport - Krakow - Poland
IATA,KRK,EPKK,KrakÃ³w John Paul II International Airport - Krakow - Poland
ICAO,EPKM,EPKM,Muchowiec Airport - Katowice - Poland
ICAO,EPKT,EPKT,Katowice International Airport - Katowice - Poland
IATA,KTW,EPKT,Katowice International Airport - Katowice - Poland
ICAO,EPML,EPML,Mielec Airport - Mielec - Poland
ICAO,EPPO,EPPO,PoznaÅ„-Åawica Airport - Poznan - Poland
IATA,POZ,EPPO,PoznaÅ„-Åawica Airport - Poznan - Poland
ICAO,EPRZ,EPRZ,RzeszÃ³w-Jasionka Airport - Rzeszow - Poland
IATA,RZE,EPRZ,RzeszÃ³w-Jasionka Airport - Rzeszow - Poland
ICAO,EPSC,EPSC,Szczecin-GoleniÃ³w ""SolidarnoÅ›Ä‡"" Airport - Szczecin - Poland
IATA,SZZ,EPSC,Szczecin-GoleniÃ³w ""SolidarnoÅ›Ä‡"" Airport - Szczecin - Poland
ICAO,EPSK,EPSK,Redzikowo Air Base - Slupsk - Poland
IATA,OSP,EPSK,Redzikowo Air Base - Slupsk - Poland
ICAO,EPSN,EPSN,Swidwin Military Air Base - Shapaja - Poland
ICAO,EPWA,EPWA,Warsaw Chopin Airport - Warsaw - Poland
IATA,WAW,EPWA,Warsaw Chopin Airport - Warsaw - Poland
ICAO,EPWR,EPWR,Copernicus WrocÅ‚aw Airport - Wroclaw - Poland
IATA,WRO,EPWR,Copernicus WrocÅ‚aw Airport - Wroclaw - Poland
ICAO,EPZG,EPZG,Zielona GÃ³ra-Babimost Airport - Zielona Gora - Poland
IATA,IEG,EPZG,Zielona GÃ³ra-Babimost Airport - Zielona Gora - Poland
ICAO,ESCF,ESCF,Malmen Air Base - Linkoeping - Sweden
ICAO,ESCK,ESCK,BrÃ¥valla Air Base - Norrkoeping - Sweden
ICAO,ESCM,ESCM,Uppsala Airport - Uppsala - Sweden
ICAO,ESDF,ESDF,Ronneby Airport - Ronneby - Sweden
IATA,RNB,ESDF,Ronneby Airport - Ronneby - Sweden
ICAO,ESFR,ESFR,RÃ¥da Air Base - Rada - Sweden
ICAO,ESGG,ESGG,Gothenburg-Landvetter Airport - Gothenborg - Sweden
IATA,GOT,ESGG,Gothenburg-Landvetter Airport - Gothenborg - Sweden
ICAO,ESGJ,ESGJ,JÃ¶nkÃ¶ping Airport - Joenkoeping - Sweden
IATA,JKG,ESGJ,JÃ¶nkÃ¶ping Airport - Joenkoeping - Sweden
ICAO,ESGK,ESGK,FalkÃ¶ping Airport - Falkoping - Sweden
ICAO,ESGL,ESGL,LidkÃ¶ping-Hovby Airport - Lidkoping - Sweden
IATA,LDK,ESGL,LidkÃ¶ping-Hovby Airport - Lidkoping - Sweden
ICAO,ESGP,ESGP,Gothenburg City Airport - Gothenborg - Sweden
IATA,GSE,ESGP,Gothenburg City Airport - Gothenborg - Sweden
ICAO,ESGR,ESGR,SkÃ¶vde Airport - Skovde - Sweden
IATA,KVB,ESGR,SkÃ¶vde Airport - Skovde - Sweden
ICAO,ESGT,ESGT,TrollhÃ¤ttan-VÃ¤nersborg Airport - Trollhattan - Sweden
IATA,THN,ESGT,TrollhÃ¤ttan-VÃ¤nersborg Airport - Trollhattan - Sweden
ICAO,ESIA,ESIA,Karlsborg Air Base - Karlsborg - Sweden
ICAO,ESIB,ESIB,SÃ¥tenÃ¤s Air Base - Satenas - Sweden
ICAO,ESKB,ESKB,Barkarby Airport - Stockholm - Sweden
ICAO,ESKK,ESKK,Karlskoga Airport - Karlskoga - Sweden
IATA,KSK,ESKK,Karlskoga Airport - Karlskoga - Sweden
ICAO,ESKM,ESKM,Mora Airport - Mora - Sweden
IATA,MXX,ESKM,Mora Airport - Mora - Sweden
ICAO,ESKN,ESKN,Stockholm Skavsta Airport - Stockholm - Sweden
IATA,NYO,ESKN,Stockholm Skavsta Airport - Stockholm - Sweden
ICAO,ESKV,ESKV,Arvika Airport - Arvika - Sweden
ICAO,ESMA,ESMA,Emmaboda Airfield - Emmaboda - Sweden
ICAO,ESMG,ESMG,Feringe Airport - Ljungby - Sweden
ICAO,ESMK,ESMK,Kristianstad Airport - Kristianstad - Sweden
IATA,KID,ESMK,Kristianstad Airport - Kristianstad - Sweden
ICAO,ESML,ESML,Landskrona Airport - Landskrona - Sweden
ICAO,ESMO,ESMO,Oskarshamn Airport - Oskarshamn - Sweden
IATA,OSK,ESMO,Oskarshamn Airport - Oskarshamn - Sweden
ICAO,ESMP,ESMP,Anderstorp Airport - Anderstorp - Sweden
ICAO,ESMQ,ESMQ,Kalmar Airport - Kalkmar - Sweden
IATA,KLR,ESMQ,Kalmar Airport - Kalkmar - Sweden
ICAO,ESMS,ESMS,MalmÃ¶ Sturup Airport - Malmoe - Sweden
IATA,MMX,ESMS,MalmÃ¶ Sturup Airport - Malmoe - Sweden
ICAO,ESMT,ESMT,Halmstad Airport - Halmstad - Sweden
IATA,HAD,ESMT,Halmstad Airport - Halmstad - Sweden
ICAO,ESMV,ESMV,Hagshult Air Base - Hagshult - Sweden
ICAO,ESMX,ESMX,VÃ¤xjÃ¶ Kronoberg Airport - Vaxjo - Sweden
IATA,VXO,ESMX,VÃ¤xjÃ¶ Kronoberg Airport - Vaxjo - Sweden
ICAO,ESNA,ESNA,Hallviken Airport - Hallviken - Sweden
ICAO,ESNC,ESNC,Hedlanda Airport - Hede - Sweden
ICAO,ESND,ESND,Sveg Airport - Sveg - Sweden
IATA,EVG,ESND,Sveg Airport - Sveg - Sweden
ICAO,ESNG,ESNG,GÃ¤llivare Airport - Gallivare - Sweden
IATA,GEV,ESNG,GÃ¤llivare Airport - Gallivare - Sweden
ICAO,ESNH,ESNH,Hudiksvall Airport - Hudiksvall - Sweden
IATA,HUV,ESNH,Hudiksvall Airport - Hudiksvall - Sweden
ICAO,ESNJ,ESNJ,Jokkmokk Airport - Jokkmokk - Sweden
ICAO,ESNK,ESNK,Kramfors SollefteÃ¥ Airport - Kramfors - Sweden
IATA,KRF,ESNK,Kramfors SollefteÃ¥ Airport - Kramfors - Sweden
ICAO,ESNL,ESNL,Lycksele Airport - Lycksele - Sweden
IATA,LYC,ESNL,Lycksele Airport - Lycksele - Sweden
ICAO,ESNM,ESNM,Optand Airport - Optand - Sweden
ICAO,ESNN,ESNN,Sundsvall-HÃ¤rnÃ¶sand Airport - Sundsvall - Sweden
IATA,SDL,ESNN,Sundsvall-HÃ¤rnÃ¶sand Airport - Sundsvall - Sweden
ICAO,ESNO,ESNO,Ã–rnskÃ¶ldsvik Airport - Ornskoldsvik - Sweden
IATA,OER,ESNO,Ã–rnskÃ¶ldsvik Airport - Ornskoldsvik - Sweden
ICAO,ESNP,ESNP,PiteÃ¥ Airport - Pitea - Sweden
ICAO,ESNQ,ESNQ,Kiruna Airport - Kiruna - Sweden
IATA,KRN,ESNQ,Kiruna Airport - Kiruna - Sweden
ICAO,ESNR,ESNR,Orsa Airport - Orsa - Sweden
ICAO,ESNS,ESNS,SkellefteÃ¥ Airport - Skelleftea - Sweden
IATA,SFT,ESNS,SkellefteÃ¥ Airport - Skelleftea - Sweden
ICAO,ESNT,ESNT,SÃ¤ttna Airport - Sattna - Sweden
ICAO,ESNU,ESNU,UmeÃ¥ Airport - Umea - Sweden
IATA,UME,ESNU,UmeÃ¥ Airport - Umea - Sweden
ICAO,ESNV,ESNV,Vilhelmina Airport - Vilhelmina - Sweden
IATA,VHM,ESNV,Vilhelmina Airport - Vilhelmina - Sweden
ICAO,ESNX,ESNX,Arvidsjaur Airport - Arvidsjaur - Sweden
IATA,AJR,ESNX,Arvidsjaur Airport - Arvidsjaur - Sweden
ICAO,ESOE,ESOE,Ã–rebro Airport - Orebro - Sweden
IATA,ORB,ESOE,Ã–rebro Airport - Orebro - Sweden
ICAO,ESOW,ESOW,Stockholm VÃ¤sterÃ¥s Airport - Vasteras - Sweden
IATA,VST,ESOW,Stockholm VÃ¤sterÃ¥s Airport - Vasteras - Sweden
ICAO,ESPA,ESPA,LuleÃ¥ Airport - Lulea - Sweden
IATA,LLA,ESPA,LuleÃ¥ Airport - Lulea - Sweden
ICAO,ESPE,ESPE,Vidsel Air Base - Vidsel - Sweden
ICAO,ESQO,ESQO,Arboga Airport - Arboga - Sweden
ICAO,ESSA,ESSA,Stockholm-Arlanda Airport - Stockholm - Sweden
IATA,ARN,ESSA,Stockholm-Arlanda Airport - Stockholm - Sweden
ICAO,ESSB,ESSB,Stockholm-Bromma Airport - Stockholm - Sweden
IATA,BMA,ESSB,Stockholm-Bromma Airport - Stockholm - Sweden
ICAO,ESSD,ESSD,Borlange Airport - Borlange - Sweden
IATA,BLE,ESSD,Borlange Airport - Borlange - Sweden
ICAO,ESSF,ESSF,Hultsfred Airport - Hultsfred - Sweden
IATA,HLF,ESSF,Hultsfred Airport - Hultsfred - Sweden
ICAO,ESSK,ESSK,GÃ¤vle Sandviken Airport - Gavle - Sweden
IATA,GVX,ESSK,GÃ¤vle Sandviken Airport - Gavle - Sweden
ICAO,ESSL,ESSL,LinkÃ¶ping City Airport - Linkoeping - Sweden
IATA,LPI,ESSL,LinkÃ¶ping City Airport - Linkoeping - Sweden
ICAO,ESSP,ESSP,NorrkÃ¶ping Airport - Norrkoeping - Sweden
IATA,NRK,ESSP,NorrkÃ¶ping Airport - Norrkoeping - Sweden
ICAO,ESSU,ESSU,Eskilstuna Airport - Eskilstuna - Sweden
IATA,EKT,ESSU,Eskilstuna Airport - Eskilstuna - Sweden
ICAO,ESSV,ESSV,Visby Airport - Visby - Sweden
IATA,VBY,ESSV,Visby Airport - Visby - Sweden
ICAO,ESUK,ESUK,Kalixfors Airport - Kalixfors - Sweden
ICAO,ETAD,ETAD,Spangdahlem Air Base - Spangdahlem - Germany
IATA,SPM,ETAD,Spangdahlem Air Base - Spangdahlem - Germany
ICAO,ETAR,ETAR,Ramstein Air Base - Ramstein - Germany
IATA,RMS,ETAR,Ramstein Air Base - Ramstein - Germany
ICAO,ETEU,ETEU,[Duplicate] Giebelstadt Army Air Field - Giebelstadt - Germany
IATA,GHF,ETEU,[Duplicate] Giebelstadt Army Air Field - Giebelstadt - Germany
ICAO,ETHB,ETHB,BÃ¼ckeburg Air Base - Brueckeburg - Germany
ICAO,ETHC,ETHC,Celle Airport - Celle - Germany
IATA,ZCN,ETHC,Celle Airport - Celle - Germany
ICAO,ETHE,ETHE,Rheine Bentlage Air Base - Rheine-brentlange - Germany
ICAO,ETHF,ETHF,Fritzlar Airport - Fritzlar - Germany
IATA,FRZ,ETHF,Fritzlar Airport - Fritzlar - Germany
ICAO,ETHL,ETHL,Laupheim Air Base - Laupheim - Germany
ICAO,ETHM,ETHM,Mendig Airfield - Mendig - Germany
ICAO,ETHN,ETHN,Niederstetten Army Air Base - Niederstetten - Germany
ICAO,ETHR,ETHR,Roth Airport - Roth - Germany
ICAO,ETHS,ETHS,Fassberg Air Base - Fassberg - Germany
ICAO,ETIC,ETIC,Grafenwohr Army Air Field - Grafenwoehr - Germany
ICAO,ETID,ETID,Hanau Army Air Field - Hanau - Germany
IATA,ZNF,ETID,Hanau Army Air Field - Hanau - Germany
ICAO,ETIH,ETIH,Hohenfels Army Air Field - Hohenfels - Germany
ICAO,ETIN,ETIN,Flugplatz Kitzingen - Kitzingen - Germany
IATA,KZG,ETIN,Flugplatz Kitzingen - Kitzingen - Germany
ICAO,ETMN,ETMN,Nordholz Naval Airbase - Nordholz - Germany
IATA,FCN,ETMN,Nordholz Naval Airbase - Nordholz - Germany
ICAO,ETND,ETND,Diepholz Air Base - Diepholz - Germany
ICAO,ETNG,ETNG,Geilenkirchen Air Base - Geilenkirchen - Germany
IATA,GKE,ETNG,Geilenkirchen Air Base - Geilenkirchen - Germany
ICAO,ETNH,ETNH,Hohn Air Base - Hohn - Germany
ICAO,ETNJ,ETNJ,Jever Air Base - Jever - Germany
ICAO,ETNL,ETNL,Rostock-Laage Airport - Laage - Germany
IATA,RLG,ETNL,Rostock-Laage Airport - Laage - Germany
ICAO,ETNN,ETNN,NÃ¶rvenich Air Base - Noervenich - Germany
ICAO,ETNS,ETNS,Schleswig Air Base - Schleswig - Germany
IATA,WBG,ETNS,Schleswig Air Base - Schleswig - Germany
ICAO,ETNT,ETNT,Wittmundhafen Airport - Wittmundhafen - Germany
ICAO,ETNW,ETNW,Wunstorf Air Base - Wunstorf - Germany
ICAO,ETOI,ETOI,Vilseck Army Air Field - Vilseck - Germany
ICAO,ETOR,ETOR,Coleman Army Air Field - Coleman - Germany
ICAO,ETOU,ETOU,Wiesbaden Army Airfield - Wiesbaden - Germany
IATA,WIE,ETOU,Wiesbaden Army Airfield - Wiesbaden - Germany
ICAO,ETSA,ETSA,Landsberg Lech Air Base - Landsberg - Germany
ICAO,ETSB,ETSB,BÃ¼chel Air Base - Buechel - Germany
ICAO,ETSE,ETSE,Erding Airport - Erding - Germany
ICAO,ETSF,ETSF,FÃ¼rstenfeldbruck Air Base - Fuerstenfeldbruck - Germany
IATA,FEL,ETSF,FÃ¼rstenfeldbruck Air Base - Fuerstenfeldbruck - Germany
ICAO,ETSH,ETSH,Holzdorf Air Base - Holzdorf - Germany
ICAO,ETSI,ETSI,Ingolstadt Manching Airport - Ingolstadt - Germany
IATA,IGS,ETSI,Ingolstadt Manching Airport - Ingolstadt - Germany
ICAO,ETSL,ETSL,Lechfeld Air Base - Lechfeld - Germany
ICAO,ETSN,ETSN,Neuburg AFB - Neuburg - Germany
ICAO,ETUO,ETUO,GÃ¼tersloh Air Base - Guetersloh - Germany
IATA,GUT,ETUO,GÃ¼tersloh Air Base - Guetersloh - Germany
ICAO,FAAB,FAAB,Alexander Bay Airport - Alexander Bay - South Africa
IATA,ALJ,FAAB,Alexander Bay Airport - Alexander Bay - South Africa
ICAO,FAAG,FAAG,Aggeneys Airport - Aggeneys - South Africa
IATA,AGZ,FAAG,Aggeneys Airport - Aggeneys - South Africa
ICAO,FABB,FABB,Brakpan Airport - Brakpan - South Africa
ICAO,FABE,FABE,Bisho Airport - Bisho - South Africa
IATA,BIY,FABE,Bisho Airport - Bisho - South Africa
ICAO,FABL,FABL,Bram Fischer International Airport - Bloemfontein - South Africa
IATA,BFN,FABL,Bram Fischer International Airport - Bloemfontein - South Africa
ICAO,FABM,FABM,Bethlehem Airport - Bethlehem - South Africa
ICAO,FABO,FABO,Hendrik Potgieter Airport - Bothaville - South Africa
ICAO,FACT,FACT,Cape Town International Airport - Cape Town - South Africa
IATA,CPT,FACT,Cape Town International Airport - Cape Town - South Africa
ICAO,FACV,FACV,Calvinia Airport - Calvinia - South Africa
ICAO,FALE,FALE,King Shaka International Airport - Durban - South Africa
IATA,DUR,FALE,King Shaka International Airport - Durban - South Africa
ICAO,FAEL,FAEL,Ben Schoeman Airport - East London - South Africa
IATA,ELS,FAEL,Ben Schoeman Airport - East London - South Africa
ICAO,FAEO,FAEO,Ermelo Airport - Ermelo - South Africa
ICAO,FAFB,FAFB,Ficksburg Sentraoes Airport - Ficksburg - South Africa
IATA,FCB,FAFB,Ficksburg Sentraoes Airport - Ficksburg - South Africa
ICAO,FAGC,FAGC,Grand Central Airport - Johannesburg - South Africa
IATA,GCJ,FAGC,Grand Central Airport - Johannesburg - South Africa
ICAO,FAGG,FAGG,George Airport - George - South Africa
IATA,GRJ,FAGG,George Airport - George - South Africa
ICAO,FAGR,FAGR,Graaff Reinet Airport - Graaff Reinet - South Africa
ICAO,FAGT,FAGT,Grahamstown Airport - Grahamstown - South Africa
ICAO,FAGY,FAGY,Greytown Airport - Greytown - South Africa
ICAO,FAHA,FAHA,Harmony Airport - Harmony - South Africa
ICAO,FAHR,FAHR,Harrismith Airport - Harrismith - South Africa
IATA,HRS,FAHR,Harrismith Airport - Harrismith - South Africa
ICAO,FAHS,FAHS,Hoedspruit Air Force Base Airport - Hoedspruit - South Africa
IATA,HDS,FAHS,Hoedspruit Air Force Base Airport - Hoedspruit - South Africa
ICAO,FAHV,FAHV,Gariep Dam Airport - Hendrik Verwoerddam - South Africa
ICAO,FAOR,FAOR,OR Tambo International Airport - Johannesburg - South Africa
IATA,JNB,FAOR,OR Tambo International Airport - Johannesburg - South Africa
ICAO,FAKD,FAKD,P C Pelser Airport - Klerksdorp - South Africa
IATA,KXE,FAKD,P C Pelser Airport - Klerksdorp - South Africa
ICAO,FAKM,FAKM,Kimberley Airport - Kimberley - South Africa
IATA,KIM,FAKM,Kimberley Airport - Kimberley - South Africa
ICAO,FAKR,FAKR,Krugersdorp Airport - Krugersdorp - South Africa
ICAO,FAKS,FAKS,Kroonstad Airport - Kroonstad - South Africa
ICAO,FAKU,FAKU,Johan Pienaar Airport - Kuruman - South Africa
IATA,KMH,FAKU,Johan Pienaar Airport - Kuruman - South Africa
ICAO,FAKZ,FAKZ,Kleinsee Airport - Kleinsee - South Africa
IATA,KLZ,FAKZ,Kleinsee Airport - Kleinsee - South Africa
ICAO,FALA,FALA,Lanseria Airport - Johannesburg - South Africa
IATA,HLA,FALA,Lanseria Airport - Johannesburg - South Africa
ICAO,FALI,FALI,Lichtenburg Airport - Lichtenburg - South Africa
ICAO,FALM,FALM,Makhado Air Force Base Airport - Lambertsbaai - South Africa
ICAO,FALW,FALW,Langebaanweg Airport - Langebaanweg - South Africa
IATA,SDB,FALW,Langebaanweg Airport - Langebaanweg - South Africa
ICAO,FALY,FALY,Ladysmith Airport - Ladysmith - South Africa
IATA,LAY,FALY,Ladysmith Airport - Ladysmith - South Africa
ICAO,FAMB,FAMB,Middelburg Airport - Middelburg - South Africa
ICAO,FAMG,FAMG,Margate Airport - Margate - South Africa
IATA,MGH,FAMG,Margate Airport - Margate - South Africa
ICAO,FAMI,FAMI,Marble Hall Airport - Marble Hall - South Africa
ICAO,FAMJ,FAMJ,Majuba Power Station Airport - Majuba Power Station - South Africa
ICAO,FAMN,FAMN,Riverside Airport - Malalane - South Africa
IATA,LLE,FAMN,Riverside Airport - Malalane - South Africa
ICAO,FAMS,FAMS,Morningside Farm Airport - Musina - South Africa
ICAO,FAMU,FAMU,Mkuze Airport - Mkuze - South Africa
IATA,MZQ,FAMU,Mkuze Airport - Mkuze - South Africa
ICAO,FANC,FANC,Newcastle Airport - Newcastle - South Africa
IATA,NCS,FANC,Newcastle Airport - Newcastle - South Africa
ICAO,FANY,FANY,Nylstroom Airfield - Nylstroom - South Africa
ICAO,FAOB,FAOB,Overberg Airport - Overberg - South Africa
IATA,OVG,FAOB,Overberg Airport - Overberg - South Africa
ICAO,FAOH,FAOH,Oudtshoorn Airport - Oudtshoorn - South Africa
IATA,OUH,FAOH,Oudtshoorn Airport - Oudtshoorn - South Africa
ICAO,FAPE,FAPE,Port Elizabeth Airport - Port Elizabeth - South Africa
IATA,PLZ,FAPE,Port Elizabeth Airport - Port Elizabeth - South Africa
ICAO,FAPG,FAPG,Plettenberg Bay Airport - Plettenberg Bay - South Africa
IATA,PBZ,FAPG,Plettenberg Bay Airport - Plettenberg Bay - South Africa
ICAO,FAPH,FAPH,Hendrik Van Eck Airport - Phalaborwa - South Africa
IATA,PHW,FAPH,Hendrik Van Eck Airport - Phalaborwa - South Africa
ICAO,FAPI,FAPI,Pietersburg Municipal Airport - Polokwane - South Africa
ICAO,FAPJ,FAPJ,Port St Johns Airport - Port Saint Johns - South Africa
IATA,JOH,FAPJ,Port St Johns Airport - Port Saint Johns - South Africa
ICAO,FAPM,FAPM,Pietermaritzburg Airport - Pietermaritzburg - South Africa
IATA,PZB,FAPM,Pietermaritzburg Airport - Pietermaritzburg - South Africa
ICAO,FAPN,FAPN,Pilanesberg International Airport - Pilanesberg - South Africa
IATA,NTY,FAPN,Pilanesberg International Airport - Pilanesberg - South Africa
ICAO,FAPP,FAPP,Polokwane International Airport - Potgietersrus - South Africa
IATA,PTG,FAPP,Polokwane International Airport - Potgietersrus - South Africa
ICAO,FAPS,FAPS,Potchefstroom Airport - Potchefstroom - South Africa
IATA,PCF,FAPS,Potchefstroom Airport - Potchefstroom - South Africa
ICAO,FAPY,FAPY,Parys Airport - Parys - South Africa
ICAO,FAQT,FAQT,Queenstown Airport - Queenstown - South Africa
IATA,UTW,FAQT,Queenstown Airport - Queenstown - South Africa
ICAO,FARB,FARB,Richards Bay Airport - Richard's Bay - South Africa
IATA,RCB,FARB,Richards Bay Airport - Richard's Bay - South Africa
ICAO,FARG,FARG,Rustenburg Airport - Rustenburg - South Africa
ICAO,FARS,FARS,Robertson Airport - Robertson - South Africa
IATA,ROD,FARS,Robertson Airport - Robertson - South Africa
ICAO,FASB,FASB,Springbok Airport - Springbok - South Africa
IATA,SBU,FASB,Springbok Airport - Springbok - South Africa
ICAO,FASC,FASC,Secunda Airport - Secunda - South Africa
IATA,ZEC,FASC,Secunda Airport - Secunda - South Africa
ICAO,FASD,FASD,Saldanha /Vredenburg Airport - Saldanha - South Africa
ICAO,FASI,FASI,Springs Airfield - Springs - South Africa
ICAO,FASK,FASK,Swartkop Air Force Base - Swartkop - South Africa
ICAO,FASS,FASS,Sishen Airport - Sishen - South Africa
IATA,SIS,FASS,Sishen Airport - Sishen - South Africa
ICAO,FASX,FASX,Hendrik Swellengrebel Airport - Swellendam - South Africa
ICAO,FASZ,FASZ,Skukuza Airport - Skukuza - South Africa
IATA,SZK,FASZ,Skukuza Airport - Skukuza - South Africa
ICAO,FATF,FATF,Tommys Field Airport - Tommy's Field - South Africa
ICAO,FATP,FATP,New Tempe Airport - Bloemfontein - South Africa
ICAO,FATT,FATT,Tutuka Power Station Airport - Tutuka - South Africa
ICAO,FATZ,FATZ,Tzaneen Airport - Tzaneen - South Africa
IATA,LTA,FATZ,Tzaneen Airport - Tzaneen - South Africa
ICAO,FAUL,FAUL,Prince Mangosuthu Buthelezi Airport - Ulundi - South Africa
IATA,ULD,FAUL,Prince Mangosuthu Buthelezi Airport - Ulundi - South Africa
ICAO,FAUP,FAUP,Pierre Van Ryneveld Airport - Upington - South Africa
IATA,UTN,FAUP,Pierre Van Ryneveld Airport - Upington - South Africa
ICAO,FAUT,FAUT,K. D. Matanzima Airport - Umtata - South Africa
IATA,UTT,FAUT,K. D. Matanzima Airport - Umtata - South Africa
ICAO,FAVB,FAVB,Vryburg Airport - Vryburg - South Africa
IATA,VRU,FAVB,Vryburg Airport - Vryburg - South Africa
ICAO,FAVG,FAVG,Virginia Airport - Durban - South Africa
IATA,VIR,FAVG,Virginia Airport - Durban - South Africa
ICAO,FAVR,FAVR,Vredendal Airport - Vredendal - South Africa
IATA,VRE,FAVR,Vredendal Airport - Vredendal - South Africa
