code_type,code,canonical_icao,name
IATA,ONK,UERO,Olenyok Airport - Olenyok - Russia
ICAO,UERS,UERS,Saskylakh Airport - Saskylakh - Russia
IATA,SYS,UERS,Saskylakh Airport - Saskylakh - Russia
ICAO,ULAL,ULAL,Leshukonskoye Airport - Arkhangelsk - Russia
IATA,LDG,ULAL,Leshukonskoye Airport - Arkhangelsk - Russia
ICAO,UIUN,UIUN,Nizhneangarsk Airport - Nizhneangarsk - Russia
ICAO,UNIW,UNIW,Vanavara Airport - Vanavara - Russia
ICAO,UERA,UERA,Aykhal Airport - Aykhal - Russia
ICAO,USSK,USSK,Uktus Airport - Yekaterinburg - Russia
ICAO,UNIB,UNIB,Baykit Airport - Baykit - Russia
ICAO,UNBI,UNBI,Biysk Airport - Biysk - Russia
ICAO,LEHC,LEHC,Huesca/Pirineos Airport - Huesca - Spain
IATA,HSK,LEHC,Huesca/Pirineos Airport - Huesca - Spain
ICAO,LERL,LERL,Ciudad Real Central Airport - Ciudad Real - Spain
IATA,CQM,LERL,Ciudad Real Central Airport - Ciudad Real - Spain
ICAO,ORNI,ORNI,Al Najaf International Airport - Najaf - Iraq
IATA,NJF,ORNI,Al Najaf International Airport - Najaf - Iraq
ICAO,EGEY,EGEY,Colonsay Airstrip - Colonsay - United Kingdom
IATA,CSA,EGEY,Colonsay Airstrip - Colonsay - United Kingdom
ICAO,KUZA,KUZA,Rock Hill - York County Airport - Rock Hill - United States
IATA,RKH,KUZA,Rock Hill - York County Airport - Rock Hill - United States
ICAO,KAGC,KAGC,Allegheny County Airport - Pittsburgh - United States
IATA,AGC,KAGC,Allegheny County Airport - Pittsburgh - United States
ICAO,KVQQ,KVQQ,Cecil Airport - Jacksonville - United States
IATA,VQQ,KVQQ,Cecil Airport - Jacksonville - United States
ICAO,KFTY,KFTY,Fulton County Airport Brown Field - Atlanta - United States
IATA,FTY,KFTY,Fulton County Airport Brown Field - Atlanta - United States
ICAO,EGHT,EGHT,Tresco Heliport - Tresco - United Kingdom
ICAO,OATN,OATN,Tarin Kowt Airport - Tarin Kowt - Afghanistan
IATA,TII,OATN,Tarin Kowt Airport - Tarin Kowt - Afghanistan
ICAO,OAZJ,OAZJ,Zaranj Airport - Zaranj - Afghanistan
IATA,ZAJ,OAZJ,Zaranj Airport - Zaranj - Afghanistan
ICAO,OACC,OACC,Chakcharan Airport - Chaghcharan - Afghanistan
IATA,CCN,OACC,Chakcharan Airport - Chaghcharan - Afghanistan
ICAO,ZSFY,ZSFY,Fuyang Xiguan Airport - Fuyang - China
IATA,FUG,ZSFY,Fuyang Xiguan Airport - Fuyang - China
ICAO,ZSLD,ZSLD,Longyan Guanzhishan Airport - Longyan - China
IATA,LCX,ZSLD,Longyan Guanzhishan Airport - Longyan - China
ICAO,ZPBS,ZPBS,Baoshan Yunduan Airport - Baoshan - China
IATA,BSD,ZPBS,Baoshan Yunduan Airport - Baoshan - China
ICAO,ZUYI,ZUYI,Xingyi Airport - Xingyi - China
IATA,ACX,ZUYI,Xingyi Airport - Xingyi - China
ICAO,ZUNP,ZUNP,Liping Airport - Liping - China
IATA,HZH,ZUNP,Liping Airport - Liping - China
ICAO,UB13,UB13,Stepanakert Air Base - Stepanakert - Azerbaijan
ICAO,KOSU,KOSU,The Ohio State University Airport - Don Scott Field - Columbus - United States
IATA,OSU,KOSU,The Ohio State University Airport - Don Scott Field - Columbus - United States
ICAO,KADS,KADS,Addison Airport - Addison - United States
IATA,ADS,KADS,Addison Airport - Addison - United States
ICAO,KDTS,KDTS,Destin Executive Airport - Destin - United States
IATA,DSI,KDTS,Destin Executive Airport - Destin - United States
ICAO,UKOH,UKOH,Kherson International Airport - Kherson - Ukraine
IATA,KHE,UKOH,Kherson International Airport - Kherson - Ukraine
ICAO,NZRC,NZRC,Ryan's Creek Aerodrome - Stewart Island - New Zealand
IATA,SZS,NZRC,Ryan's Creek Aerodrome - Stewart Island - New Zealand
ICAO,FSAS,FSAS,Assumption Island Airport - Assumption Island - Seychelles
ICAO,ZGCJ,ZGCJ,Zhijiang Airport - Zhijiang - China
IATA,HJJ,ZGCJ,Zhijiang Airport - Zhijiang - China
ICAO,CYQI,CYQI,Yarmouth Airport - Yarmouth - Canada
IATA,YQI,CYQI,Yarmouth Airport - Yarmouth - Canada
ICAO,KISO,KISO,Kinston Regional Jetport At Stallings Field - Kinston - United States
IATA,ISO,KISO,Kinston Regional Jetport At Stallings Field - Kinston - United States
ICAO,KFFA,KFFA,First Flight Airport - Kill Devil Hills - United States
IATA,FFA,KFFA,First Flight Airport - Kill Devil Hills - United States
ICAO,ZPLC,ZPLC,Lintsang Airfield - Lincang - China
IATA,LNJ,ZPLC,Lintsang Airfield - Lincang - China
ICAO,SWMK,SWMK,MaturacÃ¡ Airport - Maturaca - Brazil
ICAO,SBCJ,SBCJ,CarajÃ¡s Airport - Parauapebas - Brazil
IATA,CKS,SBCJ,CarajÃ¡s Airport - Parauapebas - Brazil
ICAO,SNCW,SNCW,Centro de LanÃ§amento de AlcÃ¢ntara Airport - Alcantara - Brazil
ICAO,WIOM,WIOM,Tarempa Airport - Anambas Islands - Indonesia
IATA,MWK,WIOM,Tarempa Airport - Anambas Islands - Indonesia
ICAO,EDFW,EDFW,WÃ¼rzburg-Schenkenturm Airport - Wuerzburg - Germany
ICAO,LPAV,LPAV,SÃ£o Jacinto Airport - Aveiro - Portugal
ICAO,ETNP,ETNP,Hopsten Air Base - Hopsten - Germany
ICAO,OIBP,OIBP,Persian Gulf International Airport - Khalije Fars - Iran
IATA,PGU,OIBP,Persian Gulf International Airport - Khalije Fars - Iran
ICAO,OISY,OISY,Yasouj Airport - Yasuj - Iran
IATA,YES,OISY,Yasouj Airport - Yasuj - Iran
ICAO,ORBM,ORBM,Mosul International Airport - Mosul - Iraq
IATA,OSM,ORBM,Mosul International Airport - Mosul - Iraq
ICAO,RJBT,RJBT,Tajima Airport - Toyooka - Japan
IATA,TJH,RJBT,Tajima Airport - Toyooka - Japan
ICAO,RJDA,RJDA,Amakusa Airport - Amakusa - Japan
IATA,AXJ,RJDA,Amakusa Airport - Amakusa - Japan
ICAO,RJKI,RJKI,Kikai Airport - Kikai - Japan
IATA,KKX,RJKI,Kikai Airport - Kikai - Japan
ICAO,RORA,RORA,Aguni Airport - Aguni - Japan
IATA,AGJ,RORA,Aguni Airport - Aguni - Japan
ICAO,ZMDN,ZMDN,Donoi Airport - Uliastai - Mongolia
IATA,ULZ,ZMDN,Donoi Airport - Uliastai - Mongolia
ICAO,ZMBN,ZMBN,Bulgan Airport - Bulgan - Mongolia
IATA,UGA,ZMBN,Bulgan Airport - Bulgan - Mongolia
ICAO,ZMUG,ZMUG,Ulaangom Airport - Ulaangom - Mongolia
IATA,ULO,ZMUG,Ulaangom Airport - Ulaangom - Mongolia
ICAO,RPVW,RPVW,Borongan Airport - Borongan - Philippines
ICAO,RPLU,RPLU,Lubang Airport - Lubang - Philippines
IATA,LBX,RPLU,Lubang Airport - Lubang - Philippines
ICAO,UTDK,UTDK,Kulob Airport - Kulyab - Tajikistan
IATA,TJU,UTDK,Kulob Airport - Kulyab - Tajikistan
ICAO,RCCM,RCCM,Chi Mei Airport - Cimei - Taiwan
IATA,CMJ,RCCM,Chi Mei Airport - Cimei - Taiwan
ICAO,UTAT,UTAT,DaÅŸoguz Airport - Dasoguz - Turkmenistan
IATA,TAZ,UTAT,DaÅŸoguz Airport - Dasoguz - Turkmenistan
ICAO,YBWX,YBWX,Barrow Island Airport - Barrow Island - Australia
IATA,BWB,YBWX,Barrow Island Airport - Barrow Island - Australia
ICAO,YDBY,YDBY,Derby Airport - Derby - Australia
IATA,DRB,YDBY,Derby Airport - Derby - Australia
ICAO,YWLG,YWLG,Walgett Airport - Walgett - Australia
IATA,WGE,YWLG,Walgett Airport - Walgett - Australia
ICAO,YBTI,YBTI,Bathurst Island Airport - Bathurst Island - Australia
IATA,BRT,YBTI,Bathurst Island Airport - Bathurst Island - Australia
ICAO,YDKI,YDKI,Dunk Island Airport - Dunk Island - Australia
IATA,DKI,YDKI,Dunk Island Airport - Dunk Island - Australia
ICAO,YLZI,YLZI,Lizard Island Airport - Lizard Island - Australia
IATA,LZR,YLZI,Lizard Island Airport - Lizard Island - Australia
ICAO,YHML,YHML,Hamilton Airport - Hamilton - Australia
IATA,HLT,YHML,Hamilton Airport - Hamilton - Australia
ICAO,YHLC,YHLC,Halls Creek Airport - Halls Creek - Australia
IATA,HCQ,YHLC,Halls Creek Airport - Halls Creek - Australia
ICAO,YFTZ,YFTZ,Fitzroy Crossing Airport - Fitzroy Crossing - Australia
IATA,FIZ,YFTZ,Fitzroy Crossing Airport - Fitzroy Crossing - Australia
ICAO,YNRV,YNRV,Ravensthorpe Airport - Ravensthorpe - Australia
IATA,RVT,YNRV,Ravensthorpe Airport - Ravensthorpe - Australia
ICAO,YWKS,YWKS,Wilkins Runway - Budd Coast - Antarctica
ICAO,KPVU,KPVU,Provo Municipal Airport - Provo - United States
IATA,PVU,KPVU,Provo Municipal Airport - Provo - United States
ICAO,KSBS,KSBS,Steamboat Springs Bob Adams Field - Steamboat Springs - United States
IATA,SBS,KSBS,Steamboat Springs Bob Adams Field - Steamboat Springs - United States
ICAO,KDTA,KDTA,Delta Municipal Airport - Delta - United States
IATA,DTA,KDTA,Delta Municipal Airport - Delta - United States
ICAO,KRIF,KRIF,Richfield Municipal Airport - Richfield - United States
ICAO,KPUC,KPUC,Carbon County Regional/Buck Davis Field - Price - United States
IATA,PUC,KPUC,Carbon County Regional/Buck Davis Field - Price - United States
ICAO,KLAM,KLAM,Los Alamos Airport - Los Alamos - United States
IATA,LAM,KLAM,Los Alamos Airport - Los Alamos - United States
ICAO,KHII,KHII,Lake Havasu City Airport - Lake Havasu City - United States
IATA,HII,KHII,Lake Havasu City Airport - Lake Havasu City - United States
ICAO,KINW,KINW,Winslow Lindbergh Regional Airport - Winslow - United States
IATA,INW,KINW,Winslow Lindbergh Regional Airport - Winslow - United States
ICAO,KDGL,KDGL,Douglas Municipal Airport - Douglas - United States
IATA,DGL,KDGL,Douglas Municipal Airport - Douglas - United States
ICAO,NGMK,NGMK,Marakei Airport - Marakei - Kiribati
IATA,MZK,NGMK,Marakei Airport - Marakei - Kiribati
ICAO,NGTB,NGTB,Abemama Atoll Airport - Abemama - Kiribati
IATA,AEA,NGTB,Abemama Atoll Airport - Abemama - Kiribati
ICAO,NGUK,NGUK,Buariki Airport - Buariki - Kiribati
IATA,AAK,NGUK,Buariki Airport - Buariki - Kiribati
ICAO,NGKT,NGKT,Kuria Airport - Kuria - Kiribati
IATA,KUC,NGKT,Kuria Airport - Kuria - Kiribati
ICAO,NGTR,NGTR,Arorae Island Airport - Arorae - Kiribati
IATA,AIS,NGTR,Arorae Island Airport - Arorae - Kiribati
ICAO,NGTM,NGTM,Tamana Island Airport - Tamana - Kiribati
IATA,TMN,NGTM,Tamana Island Airport - Tamana - Kiribati
ICAO,NGBR,NGBR,Beru Airport - Beru Island - Kiribati
IATA,BEZ,NGBR,Beru Airport - Beru Island - Kiribati
ICAO,NGNU,NGNU,Nikunau Airport - Nikunau - Kiribati
IATA,NIG,NGNU,Nikunau Airport - Nikunau - Kiribati
ICAO,NGTU,NGTU,Butaritari Atoll Airport - Butaritari - Kiribati
IATA,BBG,NGTU,Butaritari Atoll Airport - Butaritari - Kiribati
ICAO,NGMN,NGMN,Makin Island Airport - Makin - Kiribati
IATA,MTK,NGMN,Makin Island Airport - Makin - Kiribati
ICAO,NGMA,NGMA,Maiana Airport - Maiana - Kiribati
IATA,MNK,NGMA,Maiana Airport - Maiana - Kiribati
ICAO,NGTO,NGTO,Nonouti Airport - Nonouti - Kiribati
IATA,NON,NGTO,Nonouti Airport - Nonouti - Kiribati
ICAO,NGTS,NGTS,Tabiteuea South Airport - Tabiteuea - Kiribati
IATA,TSU,NGTS,Tabiteuea South Airport - Tabiteuea - Kiribati
ICAO,NZWT,NZWT,Whitianga Airport - Whitianga - New Zealand
IATA,WTZ,NZWT,Whitianga Airport - Whitianga - New Zealand
ICAO,NZTK,NZTK,Takaka Airport - Takaka - New Zealand
IATA,KTF,NZTK,Takaka Airport - Takaka - New Zealand
ICAO,AGAF,AGAF,Afutara Aerodrome - Afutara - Solomon Islands
IATA,AFT,AGAF,Afutara Aerodrome - Afutara - Solomon Islands
ICAO,AGAR,AGAR,Ulawa Airport - Ulawa - Solomon Islands
IATA,RNA,AGAR,Ulawa Airport - Ulawa - Solomon Islands
ICAO,AGGC,AGGC,Choiseul Bay Airport - Choiseul Bay - Solomon Islands
IATA,CHY,AGGC,Choiseul Bay Airport - Choiseul Bay - Solomon Islands
ICAO,AGGT,AGGT,Santa Ana Airport - Santa Ana - Solomon Islands
IATA,NNB,AGGT,Santa Ana Airport - Santa Ana - Solomon Islands
ICAO,AGGY,AGGY,Yandina Airport - Yandina - Solomon Islands
IATA,XYA,AGGY,Yandina Airport - Yandina - Solomon Islands
ICAO,AGBT,AGBT,Batuna Aerodrome - Batuna - Solomon Islands
IATA,BPF,AGBT,Batuna Aerodrome - Batuna - Solomon Islands
ICAO,KBOW,KBOW,Bartow Municipal Airport - Bartow - United States
IATA,BOW,KBOW,Bartow Municipal Airport - Bartow - United States
ICAO,UUBD,UUBD,Dyagilevo Air Base - Kostroma - Russia
ICAO,NSFQ,NSFQ,Fitiuta Airport - Fiti\'uta - American Samoa
IATA,FTI,NSFQ,Fitiuta Airport - Fiti\'uta - American Samoa
ICAO,KLVK,KLVK,Livermore Municipal Airport - Livermore - United States
IATA,LVK,KLVK,Livermore Municipal Airport - Livermore - United States
ICAO,KMPI,KMPI,Mariposa Yosemite Airport - Mariposa - United States
IATA,RMY,KMPI,Mariposa Yosemite Airport - Mariposa - United States
ICAO,FYGF,FYGF,Grootfontein Airport - Grootfontein - Namibia
IATA,GFY,FYGF,Grootfontein Airport - Grootfontein - Namibia
ICAO,FYRU,FYRU,Rundu Airport - Rundu - Namibia
IATA,NDU,FYRU,Rundu Airport - Rundu - Namibia
ICAO,BGAM,BGAM,Tasiilaq Heliport - Angmagssalik - Greenland
ICAO,KTRM,KTRM,Jacqueline Cochran Regional Airport - Palm Springs - United States
IATA,TRM,KTRM,Jacqueline Cochran Regional Airport - Palm Springs - United States
ICAO,KSMO,KSMO,Santa Monica Municipal Airport - Santa Monica - United States
IATA,SMO,KSMO,Santa Monica Municipal Airport - Santa Monica - United States
ICAO,KUDD,KUDD,Bermuda Dunes Airport - Palm Springs - United States
IATA,UDD,KUDD,Bermuda Dunes Airport - Palm Springs - United States
ICAO,KSDL,KSDL,Scottsdale Airport - Scottsdale - United States
IATA,SCF,KSDL,Scottsdale Airport - Scottsdale - United States
ICAO,KOLM,KOLM,Olympia Regional Airport - Olympia - United States
IATA,OLM,KOLM,Olympia Regional Airport - Olympia - United States
ICAO,KDWA,KDWA,Yolo County Davis Woodland Winters Airport - Davis-Woodland-Winters - United States
ICAO,KRIL,KRIL,Garfield County Regional Airport - Rifle - United States
IATA,RIL,KRIL,Garfield County Regional Airport - Rifle - United States
ICAO,KSAA,KSAA,Shively Field - SARATOGA - United States
IATA,SAA,KSAA,Shively Field - SARATOGA - United States
ICAO,KPDK,KPDK,DeKalb Peachtree Airport - Atlanta - United States
IATA,PDK,KPDK,DeKalb Peachtree Airport - Atlanta - United States
ICAO,KBMG,KBMG,Monroe County Airport - Bloomington - United States
IATA,BMG,KBMG,Monroe County Airport - Bloomington - United States
ICAO,KSUA,KSUA,Witham Field - Stuart - United States
IATA,SUA,KSUA,Witham Field - Stuart - United States
ICAO,KMMU,KMMU,Morristown Municipal Airport - Morristown - United States
IATA,MMU,KMMU,Morristown Municipal Airport - Morristown - United States
ICAO,KAPC,KAPC,Napa County Airport - Napa - United States
IATA,APC,KAPC,Napa County Airport - Napa - United States
ICAO,KSDM,KSDM,Brown Field Municipal Airport - San Diego - United States
IATA,SDM,KSDM,Brown Field Municipal Airport - San Diego - United States
ICAO,LSPV,LSPV,Wangen-Lachen Airport - Wangen-Lachen - Switzerland
ICAO,KVNC,KVNC,Venice Municipal Airport - Venice - United States
IATA,VNC,KVNC,Venice Municipal Airport - Venice - United States
ICAO,KPHK,KPHK,Palm Beach County Glades Airport - Pahokee - United States
IATA,PHK,KPHK,Palm Beach County Glades Airport - Pahokee - United States
ICAO,KECP,KECP,Northwest Florida Beaches International Airport - Panama City - United States
IATA,ECP,KECP,Northwest Florida Beaches International Airport - Panama City - United States
ICAO,KSBD,KSBD,San Bernardino International Airport - San Bernardino - United States
IATA,SBD,KSBD,San Bernardino International Airport - San Bernardino - United States
ICAO,SNVB,SNVB,ValenÃ§a Airport - Valenca - Brazil
IATA,VAL,SNVB,ValenÃ§a Airport - Valenca - Brazil
ICAO,SNRU,SNRU,Caruaru Airport - Caruaru - Brazil
IATA,CAU,SNRU,Caruaru Airport - Caruaru - Brazil
ICAO,PWAK,PWAK,Wake Island Airfield - Wake island - Wake Island
IATA,AWK,PWAK,Wake Island Airfield - Wake island - Wake Island
ICAO,SDNY,SDNY,Aeroclube Airport - Nova Iguacu - Brazil
IATA,QNV,SDNY,Aeroclube Airport - Nova Iguacu - Brazil
ICAO,KSQL,KSQL,San Carlos Airport - San Carlos - United States
IATA,SQL,KSQL,San Carlos Airport - San Carlos - United States
ICAO,LSZJ,LSZJ,Courtelary Airport - Courtelary  - Switzerland
ICAO,EPKO,EPKO,Lotnisko Korne - Koszalin - Poland
ICAO,FBCO,FBCO,Camp Okavango Airport - Okavango Delta - Botswana
ICAO,KRWI,KRWI,Rocky Mount Wilson Regional Airport - Rocky Mount - United States
IATA,RWI,KRWI,Rocky Mount Wilson Regional Airport - Rocky Mount - United States
ICAO,PAWR,PAWR,Whittier Airport - Whittier - United States
ICAO,PASX,PASX,Soldotna Airport - Soldotna - United States
IATA,SXQ,PASX,Soldotna Airport - Soldotna - United States
ICAO,KSEE,KSEE,Gillespie Field - El Cajon - United States
IATA,SEE,KSEE,Gillespie Field - El Cajon - United States
ICAO,KNUC,KNUC,San Clemente Island Naval Auxiliary Landing Field - San Clemente Island - United States
ICAO,VVPR,VVPR,Phan Rang Airport - Phan Rang - Vietnam
IATA,PHA,VVPR,Phan Rang Airport - Phan Rang - Vietnam
ICAO,VVNS,VVNS,Na-San Airport - Son-La - Vietnam
IATA,SQH,VVNS,Na-San Airport - Son-La - Vietnam
ICAO,KTRK,KTRK,Truckee Tahoe Airport - Truckee - United States
IATA,TKF,KTRK,Truckee Tahoe Airport - Truckee - United States
ICAO,LFTU,LFTU,FrÃ©jus Airport - Frejus - France
IATA,FRJ,LFTU,FrÃ©jus Airport - Frejus - France
ICAO,YGLG,YGLG,Geelong Airport - Geelong - Australia
IATA,GEX,YGLG,Geelong Airport - Geelong - Australia
ICAO,ULAE,ULAE,Mezen Airport - Mezen - Russia
ICAO,ULAH,ULAH,Vaskovo Airport - Arkhangelsk - Russia
ICAO,KRYY,KRYY,Cobb County-Mc Collum Field - Atlanta - United States
ICAO,LOXT,LOXT,Brumowski  Air Base - Tulln - Austria
ICAO,K4U9,K4U9,Dell Flight Strip - Dell - United States
ICAO,KLVM,KLVM,Mission Field - Livingston-Montana - United States
IATA,LVM,KLVM,Mission Field - Livingston-Montana - United States
ICAO,K6S0,K6S0,Big Timber Airport - Big Timber - United States
ICAO,KBIV,KBIV,Tulip City Airport - Holland - United States
ICAO,EGLW,EGLW,London Heliport - London - United Kingdom
ICAO,LIPV,LIPV,Venice-Lido Airport - Venice - Italy
ICAO,EECL,EECL,Tallinn Linnahall Heliport - Tallinn - Estonia
ICAO,EFHE,EFHE,Hernesaari Heliport - Helsinki - Finland
ICAO,EDRI,EDRI,Linkenheim Airport - Linkenheim - Germany
ICAO,UT25,UT25,Monument Valley Airport - Monument Valley - United States
IATA,GMV,UT25,Monument Valley Airport - Monument Valley - United States
ICAO,EHHV,EHHV,Hilversum Airfield - Hilversum - Netherlands
ICAO,KJRA,KJRA,West 30th St. Heliport - New York - United States
IATA,JRA,KJRA,West 30th St. Heliport - New York - United States
ICAO,EHTX,EHTX,Texel Airfield - Texel - Netherlands
ICAO,LECD,LECD,La Cerdanya Airport - Das i Fontanals de Cerdanya - Spain
ICAO,KLAL,KLAL,Lakeland Linder International Airport - Lakeland - United States
IATA,LAL,KLAL,Lakeland Linder International Airport - Lakeland - United States
ICAO,UUOS,UUOS,Stary Oskol Airport - Stary Oskol - Russia
ICAO,VNSB,VNSB,Syangboche Airport - Syangboche - Nepal
IATA,SYH,VNSB,Syangboche Airport - Syangboche - Nepal
ICAO,KIDL,KIDL,Indianola Municipal Airport - New York - United States
ICAO,UNKM,UNKM,Cheremshanka Airport - Krasnoyarsk - Russia
ICAO,KF70,KF70,French Valley Airport - Murrieta-Temecula - United States
IATA,RBK,KF70,French Valley Airport - Murrieta-Temecula - United States
ICAO,LIER,LIER,Oristano-Fenosu Airport - Oristano - Italy
IATA,FNU,LIER,Oristano-Fenosu Airport - Oristano - Italy
ICAO,EGLM,EGLM,White Waltham Airfield - Maidenhead - United Kingdom
ICAO,VOMY,VOMY,Mysore Airport - Mysore - India
IATA,MYQ,VOMY,Mysore Airport - Mysore - India
ICAO,KPCW,KPCW,Carl R Keller Field - Port Clinton - United States
ICAO,KMGY,KMGY,Dayton-Wright Brothers Airport - Dayton - United States
IATA,MGY,KMGY,Dayton-Wright Brothers Airport - Dayton - United States
ICAO,KRID,KRID,Richmond Municipal Airport - Richmond - United States
ICAO,KFDY,KFDY,Findlay Airport - Findley - United States
IATA,FDY,KFDY,Findlay Airport - Findley - United States
ICAO,CZBA,CZBA,Burlington Executive - Burlington - Canada
ICAO,YPSH,YPSH,Penneshaw Airport - Penneshaw - Australia
IATA,PEA,YPSH,Penneshaw Airport - Penneshaw - Australia
ICAO,EBEN,EBEN,Engels heliport - Ebenhofen - Germany
ICAO,KEMP,KEMP,Emporia Municipal Airport - Kempten - Germany
IATA,EMP,KEMP,Emporia Municipal Airport - Kempten - Germany
ICAO,ESSE,ESSE,SkÃ¥-Edeby Airport - Essen - Germany
ICAO,EGTB,EGTB,Wycombe Air Park - Wycombe - United Kingdom
IATA,HYC,EGTB,Wycombe Air Park - Wycombe - United Kingdom
ICAO,EGHJ,EGHJ,Bembridge Airport - Bembridge - United Kingdom
IATA,BBP,EGHJ,Bembridge Airport - Bembridge - United Kingdom
ICAO,CCW3,CCW3,Waterville / Kings County Municipal Airport - Waterville - Canada
ICAO,KSPF,KSPF,Black Hills Airport-Clyde Ice Field - Spearfish-South Dakota - United States
IATA,SPF,KSPF,Black Hills Airport-Clyde Ice Field - Spearfish-South Dakota - United States
ICAO,EBKW,EBKW,Westkapelle heliport - Knokke - Belgium
ICAO,YRED,YRED,Redcliffe Airport - Rothwell - Australia
ICAO,EPOK,EPOK,Oksywie Military Air Base - Gdynia - Poland
IATA,QYD,EPOK,Oksywie Military Air Base - Gdynia - Poland
ICAO,EPMB,EPMB,Malbork Military Air Base - Malbork - Poland
ICAO,EPLK,EPLK,Lask Military Air Base - Lask - Poland
ICAO,EPMI,EPMI,Miroslawiec Military Air Base - Miroslawiec - Poland
ICAO,EPKS,EPKS,Krzesiny Military Air Base - Poznan - Poland
ICAO,KOLV,KOLV,Olive Branch Airport - Olive Branch - United States
IATA,OLV,KOLV,Olive Branch Airport - Olive Branch - United States
ICAO,SCVM,SCVM,ViÃ±a del mar Airport - Vina del Mar - Chile
IATA,KNA,SCVM,ViÃ±a del mar Airport - Vina del Mar - Chile
ICAO,CNC3,CNC3,Brampton Airport - Brampton - Canada
ICAO,LTAS,LTAS,Zonguldak Airport - Zonguldak - Turkey
IATA,ONQ,LTAS,Zonguldak Airport - Zonguldak - Turkey
ICAO,KBJC,KBJC,Rocky Mountain Metropolitan Airport - Broomfield-CO - United States
IATA,BJC,KBJC,Rocky Mountain Metropolitan Airport - Broomfield-CO - United States
ICAO,KSLE,KSLE,Salem Municipal Airport/McNary Field - Salem - United States
IATA,SLE,KSLE,Salem Municipal Airport/McNary Field - Salem - United States
ICAO,KUTA,KUTA,Tunica Municipal Airport - Tunica - United States
IATA,UTM,KUTA,Tunica Municipal Airport - Tunica - United States
ICAO,UA30,UA30,Batken Airport - Batken - Kyrgyzstan
ICAO,FLKY,FLKY,Kasaba Bay Airport - Kasaba Bay - Zambia
IATA,ZKB,FLKY,Kasaba Bay Airport - Kasaba Bay - Zambia
ICAO,KLND,KLND,Hunt Field - Lindau - Germany
IATA,LND,KLND,Hunt Field - Lindau - Germany
ICAO,EHHO,EHHO,Hoogeveen Airfield - Hoogeveen - Netherlands
ICAO,EHTE,EHTE,Teuge Airport - Deventer - Netherlands
ICAO,EHMZ,EHMZ,Midden-Zeeland Airport - Middelburg - Netherlands
ICAO,EHAL,EHAL,Ameland Airfield - Ameland - Netherlands
ICAO,LFPZ,LFPZ,Saint-Cyr-l'Ã‰cole Airport - Saint-Cyr - France
ICAO,KMWC,KMWC,Lawrence J Timmerman Airport - Milwaukee - United States
IATA,MWC,KMWC,Lawrence J Timmerman Airport - Milwaukee - United States
ICAO,KJVL,KJVL,Southern Wisconsin Regional Airport - Janesville - United States
IATA,JVL,KJVL,Southern Wisconsin Regional Airport - Janesville - United States
ICAO,FXMN,FXMN,Mantsonyane Airport - Mantsonyane - Lesotho
ICAO,KGKY,KGKY,Arlington Municipal Airport - Arlington - United States
ICAO,KLZU,KLZU,Gwinnett County Briscoe Field - Lawrenceville - United States
IATA,LZU,KLZU,Gwinnett County Briscoe Field - Lawrenceville - United States
ICAO,KBWG,KBWG,Bowling Green Warren County Regional Airport - Bowling Green - United States
IATA,BWG,KBWG,Bowling Green Warren County Regional Airport - Bowling Green - United States
ICAO,KRVS,KRVS,Richard Lloyd Jones Jr Airport - Tulsa - United States
IATA,RVS,KRVS,Richard Lloyd Jones Jr Airport - Tulsa - United States
ICAO,OMDM,OMDM,Al Minhad Air Base - Minhad AB - United Arab Emirates
IATA,NHD,OMDM,Al Minhad Air Base - Minhad AB - United Arab Emirates
ICAO,UKKG,UKKG,Kirovograd Airport - Kirovograd - Ukraine
IATA,KGO,UKKG,Kirovograd Airport - Kirovograd - Ukraine
ICAO,EDAW,EDAW,Roitzschjora Airfield - Roitzschjora - Germany
ICAO,HEAL,HEAL,El Alamein International Airport - Dabaa City - Egypt
IATA,DBB,HEAL,El Alamein International Airport - Dabaa City - Egypt
ICAO,KBCE,KBCE,Bryce Canyon Airport - Bryce Canyon - United States
IATA,BCE,KBCE,Bryce Canyon Airport - Bryce Canyon - United States
ICAO,KBUY,KBUY,Burlington Alamance Regional Airport - Burlington - United States
ICAO,UUMU,UUMU,Chkalovskiy Air Base - Shchyolkovo - Russia
IATA,CKL,UUMU,Chkalovskiy Air Base - Shchyolkovo - Russia
ICAO,ZUTC,ZUTC,Tengchong Tuofeng Airport - Tengchong - China
IATA,TCZ,ZUTC,Tengchong Tuofeng Airport - Tengchong - China
ICAO,UKFB,UKFB,Belbek Airport - Sevastopol - Ukraine
IATA,UKS,UKFB,Belbek Airport - Sevastopol - Ukraine
ICAO,EHDP,EHDP,De Peel Air Base - Deurne - Netherlands
ICAO,OAZI,OAZI,Camp Bastion Airport - Camp Bastion - Afghanistan
IATA,OAZ,OAZI,Camp Bastion Airport - Camp Bastion - Afghanistan
ICAO,KIXD,KIXD,New Century Aircenter Airport - Olathe - United States
IATA,JCI,KIXD,New Century Aircenter Airport - Olathe - United States
ICAO,KESN,KESN,Easton Newnam Field - Easton - United States
IATA,ESN,KESN,Easton Newnam Field - Easton - United States
ICAO,ENHA,ENHA,Stafsberg Airport - Hamar - Norway
IATA,HMR,ENHA,Stafsberg Airport - Hamar - Norway
ICAO,ENRI,ENRI,Ringebu Airfield Frya - Frya - Norway
